% Model:              Possion.mph
% Version:            COMSOL 6.3.0.290
% Date:               Apr 7 2025, 14:24
% Dimension:          2
% Nodes:              10201
% Expressions:        5
%
% Length unit:        m
% X                       Y                        u (1)                    ux (1/m)                 uxx (1/m^2)              uy (1/m)                 uyy (1/m^2)
0.15000000000000002       0.009999999999999842     0.001783222623518715     0.005009307335758106     -0.06550391465357563     0.17348634523247408      -0.9349648567155875
0                         0.1599999999999999       0                        0.1982935588983663       -0.9833499430306567      0                        0
0.010000000000000009      0.15999999999999992      0.0019337680918321324    0.1884601743900995       -0.9667863789768679      0.006455033720719226     -0.0333173381639682
0.019999999999999962      0.1499999999999998       0.0036385714090373866    0.1723770728444565       -0.9286742807861652      0.01357228531579184      -0.07156920513732246
0.02999999999999997       0.1399999999999998       0.005108389871447387     0.15640835145380716      -0.8851573827046011      0.021391909317306446     -0.11526589418193822
0.03999999999999995       0.12999999999999984      0.006337536948172586     0.14063262739808852      -0.8358795361560868      0.029947857267375144     -0.1647619570196639
0.04999999999999996       0.11999999999999977      0.007320899031109923     0.12514411902136302      -0.7807528382766407      0.03926318629819553      -0.22013381019328904
0.06                      0.10999999999999976      0.008054223843878688     0.11005139282049632      -0.7200889869133049      0.04934451132955284      -0.2810451560958853
0.07                      0.09999999999999976      0.008534441848292655     0.09547365606936761      -0.6547031658581517      0.06017641117586475      -0.34664473144016483
0.08000000000000002       0.08999999999999991      0.008759988204796402     0.08153439185253217      -0.5859292686439943      0.07171719019916548      -0.415560731397008
0.09000000000000005       0.08000000000000002      0.008731079326508878     0.06835314294948672      -0.5154922721760187      0.08389765398569521      -0.48604400847088414
0.10000000000000006       0.06999999999999995      0.008449896955431904     0.05603738929456431      -0.44523439832244094     0.09662404483949455      -0.5562542991516466
0.11000000000000007       0.05999999999999989      0.007920650305400644     0.044676983591736        -0.3767646925153656      0.10978498555041483      -0.6246103390106725
0.12000000000000008       0.04999999999999993      0.0071495188153480665    0.03434300611707347      -0.3111386543053527      0.1232608954000935       -0.6900967907141933
0.13000000000000012       0.03999999999999998      0.006144509549594187     0.02509150199730681      -0.24863710232129677     0.1369338429408174       -0.7524670349766183
0.1400000000000001        0.029999999999999916     0.004915278705139445     0.016971278206611123     -0.18862858823380435     0.15069659799764704      -0.8123638554807926
0.15000000000000008       0.019999999999999796     0.0034729590753472604    0.010034333736164566     -0.12942994325145918     0.1644613867604087       -0.8714393361132784
0.16000000000000003       0                        0                        0                        0                        0.18783050081110989      -0.9660149119956003
0.16000000000000003       0.009999999999999842     0.0018300042625112904    0.004347196969083533     -0.06807224486967556     0.17817103618219068      -0.9325518534886181
0                         0.1699999999999999       0                        0.20459414479724142      -0.9845118511199022      0                        0
0.010000000000000009      0.16999999999999998      0.0019967158554164213    0.19474912286490387      -0.9690963620388018      0.0061345004922777335    -0.030990774246610897
0.019999999999999962      0.15999999999999992      0.0037708598442073617    0.17895828628297136      -0.9339151533651204      0.012885356687265134     -0.06628799783081263
0.02999999999999997       0.1499999999999998       0.005316789878791244     0.16326674068937302      -0.8940200385570733      0.020288011850831678     -0.10633132755338173
0.03999999999999995       0.1399999999999998       0.006629141900271677     0.14774217437945428      -0.8490858396112344      0.028373010348953537     -0.15144566614964475
0.04999999999999996       0.12999999999999984      0.007703027441717409     0.13246557730547748      -0.7989853527362811      0.03716232866260932      -0.2017514812321508
0.06                      0.11999999999999977      0.008534272321998803     0.11753061184272454      -0.7438889829265491      0.04666498095847066      -0.25706267414548734
0.07                      0.10999999999999976      0.009119686930405874     0.10304124446112373      -0.6843530575782211      0.056872386702082        -0.31679826982059467
0.08000000000000002       0.09999999999999976      0.009457347173457514     0.08910736470506325      -0.6213574805424571      0.06775440078002487      -0.3799495762515903
0.09000000000000005       0.08999999999999991      0.009546854288695991     0.0758387210467823       -0.5562507760295006      0.07925718326425146      -0.4451448536417928
0.10000000000000006       0.08000000000000002      0.009389537306440888     0.06333831306491114      -0.490583520117724       0.09130393909783485      -0.5108263459613056
0.11000000000000007       0.06999999999999995      0.008988569542918204     0.05169698880237106      -0.42585618251044366     0.10379885009589418      -0.5755070969818803
0.12000000000000008       0.05999999999999989      0.008348990593273304     0.04099097420270301      -0.3632456358756069      0.11663351670212635      -0.6380398540777321
0.13000000000000012       0.04999999999999993      0.007477650817161205     0.03128336715759919      -0.30337176375580555     0.12969453005185583      -0.6978393268893228
0.1400000000000001        0.03999999999999998      0.0063831153255512136    0.02262972371284283      -0.24611591591103377     0.14287092013274683      -0.7550509018052765
0.15000000000000008       0.029999999999999916     0.005075570740089315     0.0150873136623067       -0.19043297715812457     0.15606126438558993      -0.8107234561087111
0.16000000000000006       0.019999999999999796     0.003566767029494475     0.008727552820684562     -0.13403765714033966     0.16918207458656462      -0.8670926749572514
0.17000000000000004       0                        0                        0                        0                        0.191817590235628        -0.9636634557693213
0.17000000000000004       0.009999999999999842     0.0018699927295677858    0.003650819010795614     -0.07282031619815399     0.18218194603477003      -0.9280864271815332
0                         0.1799999999999999       0                        0.21058428593036424      -0.9855275311016249      0                        0
0.010000000000000009      0.17999999999999988      0.002056566482748563     0.20072909245910267      -0.9711166143551919      0.005835610121846975     -0.028957205989655677
0.019999999999999962      0.16999999999999998      0.00389652400620618      0.18521260032547518      -0.9384806817548257      0.012247439906760804     -0.061690378454812844
0.029999999999999943      0.15999999999999992      0.005514564583647344     0.16978276286593125      -0.9017148038138458      0.019266865642749476     -0.09857968172046772
0.03999999999999998       0.1499999999999998       0.0069056141308268155    0.15449821301823025      -0.8605255464233608      0.026921338654979154     -0.13991893985756282
0.04999999999999996       0.1399999999999998       0.00806499712273463      0.13942896526502532      -0.8147684358374221      0.03523147404887009      -0.1858487207825439
0.06                      0.12999999999999984      0.00898863572983407      0.12465615346192382      -0.7645241757911094      0.04420753433598873      -0.23627827095751286
0.07                      0.11999999999999977      0.009673277813440219     0.11027052249372321      -0.7101716105321003      0.05384560330222132      -0.2908119922795436
0.08000000000000002       0.10999999999999976      0.010116740253268627     0.09636940769968602      -0.6524322703658245      0.06412402913783749      -0.34870717330771583
0.09000000000000005       0.09999999999999976      0.010318145772854009     0.08305229278138548      -0.5923561476935504      0.07500095262549333      -0.40889402556531707
0.10000000000000006       0.08999999999999991      0.010278126315180701     0.07041558425228095      -0.5312273571047541      0.08641374729125861      -0.4700777716003586
0.11000000000000007       0.08000000000000002      0.009998968302393203     0.05854777380800663      -0.47039388305003627     0.09828084220417399      -0.5309147543977417
0.12000000000000008       0.06999999999999995      0.009484686870592913     0.04752638464619291      -0.411055416825036       0.11050573432688027      -0.5902251229468334
0.13000000000000012       0.05999999999999983      0.008741034965804141     0.03741786212751591      -0.35405458470366113     0.12298234535632596      -0.6471966850678257
0.1400000000000001        0.04999999999999993      0.007775472655516961     0.028281048975038452     -0.29969449018715344     0.13560064430691932      -0.7015598955617008
0.15000000000000008       0.03999999999999998      0.006597135569697126     0.020174495080611726     -0.24755320475647125     0.14825188250727128      -0.7537650220564842
0.1600000000000001        0.029999999999999916     0.00521684536624503      0.013167943250730119     -0.1961935546075253      0.16083394845824123      -0.8052570171979843
0.17000000000000004       0.019999999999999796     0.0036471966235541425    0.007358887362036007     -0.1425675985464494      0.17325958327120483      -0.8590217535174318
0.18000000000000005       0                        0                        0                        0                        0.19507058313187203      -0.9597232478347024
0.18000000000000005       0.009999999999999842     0.001902719668926956     0.002895177618732925     -0.08078414531770761     0.1854749107253394       -0.9206524848882438
0                         0.18999999999999992      0                        0.21628440042833091      -0.9864194135026545      0                        0
0.010000000000000009      0.18999999999999984      0.002113523033608178     0.20642027614711242      -0.972891351305769       0.005555687982576739     -0.027171645111870646
0.019999999999999962      0.17999999999999983      0.00401602294085669      0.19116227828763746      -0.9424773868447387      0.011652318165760248     -0.05766779690821977
0.02999999999999997       0.16999999999999993      0.005702487881046203     0.17598026091690655      -0.9084304460026981      0.018317742951137327     -0.09181841864472454
0.03999999999999995       0.15999999999999992      0.007168104370325316     0.16092528349598956      -0.8704874605163297      0.025576631448238456     -0.1298872782405494
0.04999999999999999       0.1499999999999998       0.008408395680367256     0.14605818140836913      -0.8284994566334944      0.03344812980868104      -0.1720211421649546
0.06                      0.1399999999999998       0.009419389182251407     0.13144951656707116      -0.7824904832001351      0.04194301969166009      -0.21818950468417597
0.07                      0.12999999999999984      0.010197809393098478     0.11717862294250447      -0.7327171876731882      0.05106055449492575      -0.2681243325793048
0.08000000000000002       0.11999999999999977      0.010741287963636919     0.10333151504400062      -0.6797129376327717      0.06078534674934988      -0.32127692810379926
0.09000000000000005       0.10999999999999971      0.01104857564295337      0.08999763717970502      -0.6242952809717877      0.07108486505833134      -0.3768138498312794
0.10000000000000006       0.09999999999999976      0.011119736531910038     0.07726579069805284      -0.5675180830025397      0.08190816685813507      -0.4336701261106555
0.11000000000000007       0.08999999999999991      0.010956304626185439     0.06521999041087673      -0.5105632805378804      0.09318633179331437      -0.4906628405613276
0.12000000000000008       0.08000000000000002      0.010561389031721689     0.053936289990297315     -0.4545876768065966      0.10483464812368504      -0.5466471483942996
0.13000000000000012       0.06999999999999995      0.00993972717329702      0.043481628893080326     -0.40055471769723283     0.11675608301589713      -0.6006837191675913
